task,algorithm,candidate,seed,best_cost,time_seconds,iterations,horizon,samples,randomizations,knots,spline,frequency,max_episode_steps,base_noise,parameters
bugtrap,cbo,2,100,0.8568288087844849,0.6539695323444903,20,1.0,32,1,11,zero,100.0,100,1.0,"{""consensus_weight"":2.0,""noise_weight"":3.0,""step_size"":0.05,""temperature_scale"":10.0}"
bugtrap,cbo,2,101,0.9265624284744263,0.6292565297335386,20,1.0,32,1,11,zero,100.0,100,1.0,"{""consensus_weight"":2.0,""noise_weight"":3.0,""step_size"":0.05,""temperature_scale"":10.0}"
bugtrap,mppi_cma,0,100,1.008702278137207,0.6864746469072998,20,1.0,32,1,11,zero,100.0,100,1.0,"{""adaptation_rate"":0.1,""minimum_noise_ratio"":0.25,""temperature_scale"":0.1}"
bugtrap,mppi_cma,0,101,1.0504019260406494,0.6742973178625107,20,1.0,32,1,11,zero,100.0,100,1.0,"{""adaptation_rate"":0.1,""minimum_noise_ratio"":0.25,""temperature_scale"":0.1}"
bugtrap,mppi_cma,1,100,0.9405227303504944,0.690834800247103,20,1.0,32,1,11,zero,100.0,100,1.0,"{""adaptation_rate"":0.1,""minimum_noise_ratio"":0.5,""temperature_scale"":1.0}"
bugtrap,mppi_cma,1,101,1.0384936332702637,0.675439951941371,20,1.0,32,1,11,zero,100.0,100,1.0,"{""adaptation_rate"":0.1,""minimum_noise_ratio"":0.5,""temperature_scale"":1.0}"
bugtrap,mppi_cma,2,100,1.0196812152862549,0.7067323657684028,20,1.0,32,1,11,zero,100.0,100,1.0,"{""adaptation_rate"":0.2,""minimum_noise_ratio"":1.0,""temperature_scale"":10.0}"
bugtrap,mppi_cma,2,101,1.1092166900634766,0.6982439160346985,20,1.0,32,1,11,zero,100.0,100,1.0,"{""adaptation_rate"":0.2,""minimum_noise_ratio"":1.0,""temperature_scale"":10.0}"
bugtrap,cmaes,0,100,0.9125237464904785,0.6748757399618626,20,1.0,32,1,11,zero,100.0,100,1.0,"{""c_mean"":0.5,""std_max_ratio"":100.0,""std_min_ratio"":0.0}"
bugtrap,cmaes,0,101,0.8398598432540894,0.6690799556672573,20,1.0,32,1,11,zero,100.0,100,1.0,"{""c_mean"":0.5,""std_max_ratio"":100.0,""std_min_ratio"":0.0}"
bugtrap,cmaes,1,100,0.9201610684394836,0.6569657484069467,20,1.0,32,1,11,zero,100.0,100,1.0,"{""c_mean"":1.0,""std_max_ratio"":100.0,""std_min_ratio"":0.0}"
bugtrap,cmaes,1,101,0.8394466638565063,0.6560260020196438,20,1.0,32,1,11,zero,100.0,100,1.0,"{""c_mean"":1.0,""std_max_ratio"":100.0,""std_min_ratio"":0.0}"
bugtrap,cmaes,2,100,0.8392783403396606,0.6526408581994474,20,1.0,32,1,11,zero,100.0,100,1.0,"{""c_mean"":1.0,""std_max_ratio"":100.0,""std_min_ratio"":0.1}"
bugtrap,cmaes,2,101,0.8908621668815613,0.6552063110284507,20,1.0,32,1,11,zero,100.0,100,1.0,"{""c_mean"":1.0,""std_max_ratio"":100.0,""std_min_ratio"":0.1}"
bugtrap,cem,0,100,0.8173505663871765,0.5760476188734174,20,1.0,32,1,11,zero,100.0,100,1.0,"{""elite_fraction"":0.05,""explore_fraction"":0.0,""sigma_min_ratio"":0.1}"
bugtrap,cem,0,101,0.8537453413009644,0.5766810569912195,20,1.0,32,1,11,zero,100.0,100,1.0,"{""elite_fraction"":0.05,""explore_fraction"":0.0,""sigma_min_ratio"":0.1}"
bugtrap,cem,1,100,0.9089285135269165,0.6685863872990012,20,1.0,32,1,11,zero,100.0,100,1.0,"{""elite_fraction"":0.1,""explore_fraction"":0.25,""sigma_min_ratio"":0.25}"
bugtrap,cem,1,101,0.8624595999717712,0.6564129451289773,20,1.0,32,1,11,zero,100.0,100,1.0,"{""elite_fraction"":0.1,""explore_fraction"":0.25,""sigma_min_ratio"":0.25}"
bugtrap,cem,2,100,1.051842212677002,0.6983642568811774,20,1.0,32,1,11,zero,100.0,100,1.0,"{""elite_fraction"":0.2,""explore_fraction"":0.5,""sigma_min_ratio"":0.5}"
bugtrap,cem,2,101,1.0442488193511963,0.6927931560203433,20,1.0,32,1,11,zero,100.0,100,1.0,"{""elite_fraction"":0.2,""explore_fraction"":0.5,""sigma_min_ratio"":0.5}"
bugtrap,ps,0,100,0.9678304195404053,0.7008829112164676,20,1.0,32,1,11,zero,100.0,100,1.0,{}
bugtrap,ps,0,101,1.010594129562378,0.6942638773471117,20,1.0,32,1,11,zero,100.0,100,1.0,{}
bugtrap,dial,0,100,0.8064113855361938,0.5771111287176609,20,1.0,32,1,11,zero,100.0,100,1.0,"{""beta_horizon"":0.5,""beta_opt_iter"":0.5,""temperature_scale"":0.1}"
bugtrap,dial,0,101,0.8266878724098206,0.5753158540464938,20,1.0,32,1,11,zero,100.0,100,1.0,"{""beta_horizon"":0.5,""beta_opt_iter"":0.5,""temperature_scale"":0.1}"
bugtrap,dial,1,100,0.8717336654663086,0.6374794752337039,20,1.0,32,1,11,zero,100.0,100,1.0,"{""beta_horizon"":1.0,""beta_opt_iter"":1.0,""temperature_scale"":1.0}"
bugtrap,dial,1,101,0.8550530672073364,0.6294256141409278,20,1.0,32,1,11,zero,100.0,100,1.0,"{""beta_horizon"":1.0,""beta_opt_iter"":1.0,""temperature_scale"":1.0}"
bugtrap,dial,2,100,0.9874879121780396,0.6894322717562318,20,1.0,32,1,11,zero,100.0,100,1.0,"{""beta_horizon"":2.0,""beta_opt_iter"":2.0,""temperature_scale"":10.0}"
bugtrap,dial,2,101,0.9233224391937256,0.6719780350103974,20,1.0,32,1,11,zero,100.0,100,1.0,"{""beta_horizon"":2.0,""beta_opt_iter"":2.0,""temperature_scale"":10.0}"
