task,algorithm,nominal_operations,actual_operations,iterations,samples,seed,episode_cost,planning_time_seconds,segment_horizon,total_horizon,execution_fraction,execution_horizon,planning_calls,randomizations,knots,spline,frequency,max_episode_steps,base_noise,candidate,parameters
double_cart_pole,cbo,1024,1024,8,128,1,3956.78857421875,2.2809333940967917,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
double_cart_pole,cbo,1024,1024,8,128,2,2072.584228515625,2.280897542834282,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
double_cart_pole,cbo,1024,1024,8,128,3,1446.880859375,2.280843934509903,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
double_cart_pole,cbo,1024,1024,8,128,4,2410.379638671875,2.2804737286642194,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
double_cart_pole,cbo,1024,1024,16,64,0,6397.38916015625,4.476283133495599,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
double_cart_pole,cbo,1024,1024,16,64,1,5373.275390625,4.475173791870475,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
double_cart_pole,cbo,1024,1024,16,64,2,5785.1337890625,4.47505624499172,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
double_cart_pole,cbo,1024,1024,16,64,3,3796.374755859375,4.476398000493646,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
double_cart_pole,cbo,1024,1024,16,64,4,4191.484375,4.490126837510616,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
double_cart_pole,cbo,512,512,1,512,0,2713.832763671875,0.32510258723050356,1.0,10.0,0.5,0.5,20,1,6,cubic,100.0,1000,0.3,0,"{""consensus_weight"":1.0,""noise_weight"":3.0,""step_size"":0.1,""temperature_scale"":0.1}"
